title,text,category,source
«Բարսելոնայի» նախկին խաղացողը կգլխավորի Մեքսիկայի հավաքականը,"«Բարսելոնայի» նախկին խաղացող Ռաֆայել Մարկեսը կգլխավորի Մեքսիկայի հավաքականը 2026թ․ աշխարհի առաջնությունից հետո։ Այդ մասին հայտարարել է Մեքսիկայի ֆուտբոլի ֆեդերացիայի նախագահ Դուիլիո Դավինոն։ 47-ամյա մասնագետի հետ պայմանագիրը նախատեսված է մինչեւ 2030 թվական։ Այն արդեն կնքվել է, հաղորդում է Mundo Deportivo-ն։Մեքսիկայի հավաքականի նախկին խաղացող Ռաֆայել Մարկեսը մարզչական կարիերան սկսել է «Բարսելոնայի» համակարգում։ 2024 թվականից նա Մեքսիկայի հավաքականի գլխավոր մարզիչի օգնական է։Հունիս-հուլիսին ԱՄՆ-ում, Մեքսիկայում եւ Կանադայում անցկացվելիք աշխարհի առաջնության խմբային փուլում Մեքսիկայի հավաքականի մրցակիցները կլինեն Չեխիայի, Հարավաֆրիկյան Հանրապետության եւ Հարավային Կորեայի հավաքականները։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165950/
"Աշխարհի գավաթ․ Դավիթ Չալոյանի, Ժիրայր Սարգսյանի եւ Անուշ Գրիգորյանի հաղթական 
մեկնարկը (տեսանյութ)","Բրազիլիայում շարունակվող բռնցքամարտի աշխարհի գավաթի խաղարկությունում աշխարհի առաջնության բրոնզե մեդալակիր, գերծանր քաշային (90+) Դավիթ Չալոյանը մեկնարկում մենամարտեց բրազիլացի Ջոել Ռամոսի հետ եւ հաղթեց 4:1 հաշվով։55 կգ քաշային Ժիրայր Սարգսյանը պարտության մատնեց Ղազախստանի ներկայացուցիչ Բագլաման Կենժիբեկին։Եվրոպայաի առաջնության բրոնզե մեդալակիր, 51 կգ քաշային Անուշ Գրիգորյանը տեխնիկական նոկաուտով հաղթեց Թունիսի ներկայացուցիչ Նոուրել Նոուդա Չամորուկհիին։Էլիդա Քոչարյանն ու Արթուր Սահակյանը պարտվել են մեկնարկում եւ դուրս մնացել պայքարից։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165951/
Մալխաս Ամոյան. Հաղթանակս նվիրում եմ հայ եւ եզդի ազգերին,"Հաղթանակս նվիրում եմ հայ եւ եզդի ազգերին եւ անչափ ուրախ եմ, որ կարողացա ուրախացնել բոլորին: Այս հաղթանակի համար շնորհակալ եմ մարզիչներիս, ծնողներիս, հորեղբայրներիս, իմ քույր եւ եղբայրներին, ընկերներիս, բոլոր նրանց, ովքեր այս ճանապարհին իմ կողքին են եղել, աջակցել եւ հավատացել են ինձ:Այս մասին NEWS.am Sport-ի թղթակցի հետ զրույցում Տիրանայից ասաց Եվրոպայի հնգակի չեմպիոն Մալխաս Ամոյանը: Ալբանիայի մայրաքաղաք Տիրանայում անցկացվող հունահռոմեական ոճի ըմբշամարտի Եվրոպայի առաջնությունում Փարիզի Օլիմպիական խաղերի բրոնզե մեդալակիր, աշխարհի կրկնակի չեմպիոն Մալխաս Ամոյանը 5-րդ անգամ հռչակվեց չեմպիոն: 77 կգ քաշային կարգի եզրափակիչում Ամոյանը լարված գոտեմարտում 1:1 հաշվով հաղթեց վրացի Ռամազ Զոիձեին։Ոսկե մեդալի ճանապարհին Մալխաս Ամոյանն անցկացրեց 4 գոտեմարտ: 1/8 եզրափակիչում 4:0 հաշվով պարտության մատնեց շվեդ Կառլ Հյուգո Բաֆին, քառորդ եզրափակիչում 10:0 հաշվով տպավորիչ հաղթանակ տարավ Ուկրաինայի ներկայացուցիչ Իրֆան Միրզոեւի նկատմամբ, կիսաեզրափակիչում 3:1 հաշվով հաղթեց Մոլդովայի ներկայացուցիչ Ալեքսանդր Գուտուին։Մալխաս, շնորհավորում եմ Եվրոպայի 5-րդ չեմպիոնության կապակցությամբ: Դու 5-րդ տարին անընդմեջ անգերազանցելի ես Եվրոպայում: Բարդ տրվե՞ց հաղթանակդ: Շնորհակալ եմ շնորհավորանքների համար: Շատ ուրախ եմ, որ կարողացա 5-րդ անգամ նվաճել տիտղոսը: Իսկապես բարդ տրված հաղթանակ էր: Ամեն տարի էլ ավելի դժվար է տրվում, հաղթելու պատասխանատվությունն ավելի է մեծանում, բայց ուրախ եմ, որ կարողացա հավաքել ուժերս, կենտրոնանալ եւ չեմպիոնական կոչումով ավարտել այս առաջնությունը: Մինչեւ եզրափակիչ 3 տպավորիչ հաղթանակ ունեցար, բայց եզրափակիչը, կարծես, լարված ստացվեց: Ինչո՞վ առանձնացավ Զոիձեի հետ պայքարը. նրան բազմիցս հանդիպել էիր մրցագորգում: Անկեղծ ասած՝ կուզեի ավելի լավ գոտեմարտ անցկացնել եզրափակիչում: Ինձ դուր չեկավ այն գոտեմարտը, որն անցկացրի, բայց այդ պահին ինձ միայն հաղթանակ էր պետք: Կարեւոր խնդիրս այն էր, որ գորգից միայն հաղթանակով դուրս գայի: Զոիձեի հետ բազմիցս հանդիպել էինք մրցագորգում, իրար լավ ճանաչում էինք: Նա տեխնիկապես հարուստ եւ վտանգավոր ըմբիշ է, այդ պատճառով փորձում էի նրա հետ մի փոքր զգույշ գոտեմարտել, որպեսզի սխալ թույլ չտայի: Առաջնությունից առաջ առողջական խնդիր ես ունեցել: Ինչպե՞ս կարողացար կենտրոնացնել քեզ: Ի՞նչը քեզ ուժ տվեց մրցագորգում հաղթական պայքարի համար: Եվրոպայի առաջնությունից առաջ իսկապես վատառողջ էի տեւական ժամանակ, բայց ամեն ինչ արեցի, որ ինձ չխանգարի: Աստծո նկատմամբ հավատս, իմ անցած ճանապարհի նկատմամբ հավատս ինձ ուժ տվեց այս հաղթանակի համար: Երբ հետ եմ նայում եւ տեսնում, թե ինչի միջով եմ անցել այս ճանապարհին, ուժ եմ ստանում: Այս ամենից բացի, ճիշտ մարզումներիս շնորհիվ կարողացա հոգեպես ավելի լավ տրամադրվել գոտեմարտերին, առաջնությանը եւ հաղթող ճանաչվել: Ի՞նչ զգացողություններ ապրեցիր պատվո հարթակին 5-րդ անգամ կանգնելիս: Ու՞մ ես նվիրում հաղթանակդ: Նախ՝ ուզում եմ շնորհակալությունս հայտնել բոլորին ջերմ խոսքերի ու շնորհավորանքների համար: Ես մրցագորգում ամեն վայրկյան զգում եմ եզդի եւ հայ ազգի աջակցությունը: Պատվո հարթակին ամեն անգամ տարբեր զգացողություններ եմ ունենում: Այս անգամ էլ նորից անբացատրելի էր ամեն ինչ, երբ հնչեց հայոց հիմնը: Հաղթանակիս համար շնորհակալ եմ Աստծուն, որ միշտ իմ կողքին է: Իմ հավատն է ինձ ուժ տալիս: Այս հաղթանակի համար շնորհակալ եմ մարզիչներիս, ծնողներիս, հորեղբայրներիս, իմ քույր եւ եղբայրներին, ընկերներիս, բոլոր նրանց, ովքեր այս ճանապարհին իմ կողքին են եղել, աջակցել եւ հավատացել են ինձ: Այդ հավատի, նաեւ իմ անցած ճանապարհի, մեծ աշխատանքի, մարզումների շնորհիվ բոլորով ունենք այս արդյունքը: Հաղթանակս նվիրում եմ հայ եւ եզդի ազգերին եւ անչափ ուրախ եմ, որ կարողացա ուրախացնել բոլորին:Լուսինե ՇահբազյանՀետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165952/
Վինուս Ուիլայմսը կարիերայում առաջին անգամ 10 անընդմեջ պարտություն կրեց,"«Մեծ սաղավարտի» մրցաշարերի 7-ակի չեմպիոն, աշխարհի նախկին առաջին ռակետ, 45-ամյա ամերիկացի թենիսիստուսհի Վինուս Ուիլյամսը պրոֆեսիոնալ կարիերայում առաջին անգամ 10 անընդմեջ պարտություն կրեց։Մադրիդի WTA-1000 մրցաշարի առաջին շրջանում Վինուս Ուիլյամսը պարտվել էր աշխարհի 140-րդ ռակետ, իսպանացի Կայթլին Կեւեդոյին։Վինուս Ուիլյամսը համաշխարհային դասակարգման աղյուսակում այժմ 479-րդն է։Նա 1975 թվականից հետո առաջինն է նախկին առաջին ռակետներից, որը 10 եւ ավելի անընդմեջ հանդիպումներում պարտվում է, հաղորդում է Opta-ն։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165953/
XXIII Karpov International Chess Tournament. Արամ Հակոբյանը գրավեց երրորդ տեղը,"Գրոսմայստեր Արամ Հակոբյանը դարձել է բրոնզե մեդալակիր Ռուսաստանի Խանտի Մանսիյսկ քաղաքում անցկացված «XXIII Karpov International Chess Tournament» շախմատի շրջանային մրցաշարում:Արամ Հակոբյանը, չկրելով ոչ մի պարտություն, 9 հնարավորից վաստակել է 5 միավոր, հաղորդում է ՀՇՖ–ի մամուլի ծառայությունը:Լավագույն եռյակՀետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165954/
Հենրիխ Մխիթարյանը կոչ է արել միանալ Ջահերով երթին,"Իտալիայի փոխչեմպիոն Միլանի «Ինտերի» կիսապաշտպան, Հայաստանի հավաքական նախկին ավագ Հենրիխ Մխիթարյանը սոցիալական ցանցերում կիսվել է Հայոց ցեղասպանության զոհերի հիշատակին ավանդական Ջահերով երթի վերաբերյալ հրապարակումով։Ջահերով երթը տեղի կունենա ապրիլի 23–ին եւ կսկսվի 20։00–ին Հանրապետության հրապարակում։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165956/
Մ-17 Եվրո. Հայաստանի հավաքականը խուսափեց պարտությունից (տեսանյութ),"Ֆուտբոլի Հայաստանի մինչեւ 17 տարեկանների հավաքականը մեկնարկեց Եվրոպայի առաջնության որակավորման փուլում։B լիգայի 5–րդ խմբի առաջին տուրում հայ ֆուտբոլիստներն ընդունեցին Լյուքսեմբուրգի թիմին։ Գրանցվեց ոչ ոքի՝ 2։2։ Առաջին խաղակեսում հյուրերը հաղթեց 2։0 հաշվով։ Երկրորդ խաղակեսում Հայաստանի թիմը կարողացավ երկու գոլ խփել։Աչքի ընկան «Ուրարտու-2»-ի 17-ամյա հարձակվող Արսեն Առաքելյանն ու «Փյունիկ–2»–ի 17–ամյա կիսապաշտպան Անդրանիկ Երվանդյանը։5–րդ խմբում ընդգրկված են նաեւ Հունգարիայի եւ Լիխտենշտեյնի թիմերը։Մ-17 Եվրո, երկրորդ փուլ, B լիգա, 5-րդ խումբ, առաջին տուրՀայաստան - Լյուքսեմբուրգ՝ 2։2Արսեն Առաքելյան, 63, Անդրանիկ Երվանդյան, 65 - Տիագո Մարտինս, 19, Շարել Էլոմբո, 33Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165957/
«Ռեալի» խաղացողը չորրորդ վնասվածքը ստացավ այս մրցաշրջանում,"Իսպանիայի փոխչեմպիոն Մադրիդի «Ռեալի» բրազիլացի պաշտպան Էդեր Միլիտաոն մկանային վնասվածք է ստացել «Ալավեսի» դեմ Իսպանիայի առաջնության 33–րդ տուրի խաղում։ Առաջին խաղակեսի վերջին րոպեներին նրան փոխարինել էր Անտոնիո Ռյուդիգերը։28–ամյա Միլիտաոն այս մրցաշրջանում չորրորդ վնասվածքն է ստացել։ Նա այս մրցաշրջանում բաց է թողել 27 հանդիպում մկանային վնասվածքների եւ ծնկի խաչաձեւ կապանների պատռվածքի հետեւանքով։«Ռեալը» «Ալավեսին» հաղթել էր 2։1 հաշվով։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165958/
«Ռեալը» 80 միլիոն եվրո կպահանջի Տչուամենիի տրանսֆերի համար,"Իսպանիայի փոխչեմպիոն Մադրիդի «Ռեալը» Ֆրանսիայի հավաքականի 26–ամյա կիսապաշտպան Օրելիեն Տչուամենիի տրանսֆերից ակնկալում է 80 միլիոն եվրո, հաղորդում է Goal.com-ը։Նրա ծառայություններով հետաքրքրված է անգլիական «Մանչեսթեր Յունայթեդը»։«Ռեալը» պատրաստ է վաճառել Տչուամենիի տրանսֆերը, քանի որ ցանկանում է ամռանը ձեռք բերել «Մանչեսթեր Սիթիի» իսպանացի կիսապաշտպան Ռոդրիին կամ Լոնդոնի «Չելսիի» արգենտինացի կիսապաշտպան Էնցո Ֆերնանդեսին։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165959/
Սուրեն Աղաջանյանը՝ Եվրոպայի փոխչեմպիոն,"Սուրեն Աղաջանյանը արծաթե մեդալ նվաճեց Ալբանիայի մայրաքաղաք Տիրանայում ավարտվող հունահռոմեական ոճի ըմբշամարտի Եվրոպայի առաջնությունում:  Հայաստանի ներկայացուցիչ, Եվրոպայի Մ23 չեմպիոն Սուրեն Աղաջանյանը 60 կգ քաշայինների եզրափակիչում գոտեմարտեց աշխարհի բրոնզե մեդալակիր, Եվրոպայի փոխչեմպիոն եւ բրոնզե մեդալակիր, Սերբիան ներկայացնող ռուսաստանցի Գեորգի Տիբիլովի հետ եւ պարտվեց 2:2 միավորով: Առաջին մրցափուլում Սուրեն Աղաջանյանը երկու միավորի առավելություն ձեռք բերեց: Մրցակցին դուրս բերեց աշխատանքային գոտուց: Գորգի մրցավարը պասիվ տվեց ռուս ըմբիշին եւ եւս մեկ միավորի առավելություն տվեց Աղաջանյանին: Հայաստանի ներկայացուցիչը վերեւից աշխատելու հնարավորություն ստացավ, բայց մրցակիցը դուրս եկավ պարտերից: Մրցակիցները գնացին հանգստի 2:0 հաշվով՝ Սուրեն Աղաջանյանի առավելությամբ: Երկրորդ մրցափուլում Տիբիլովը դուրս բերեց հայ ըմբիշին աշխատանքային գոտուց եւ երկրորդ միավորը վաստակեց ակտիվության համար: Սուրեն Աղաջանյանին պարտեր նստացրին, բայց Տիբիլովին չհաջողվեց գլորում կատարել: Մինչեւ վերջին վայրկյանները Աղաջանյանը չկարողացավ միավոր վաստակել: Տիբիլովը հաղթեց հավասար հաշվի դեպքում վերջին միավորի առավելությամբ: Սուրեն Աղաջանյանն առաջին անգամ է մասնակցում մեծահասակների Եվրոպայի առաջնությանը: Նա պայքարը սկսել էր որակավորման փուլից, որտեղ 4:1 հաշվով հաղթել էր իտալացի Տամասո Բոսին: Քառորդ եզրափակիչում Աղաջանյանը 8:0 հաշվով տպավորիչ հաղթանակ էր տարել UWW-ի դրոշի ներքո հանդես եկող Սոներ Կոնունովի նկատմամբ: Կիսաեզրափակիչում Եվրոպայի Մ23 չեմպիոնը տուշեով հաղթել էր 2024 թ. աշխարհի չեմպիոն, Եվրոպայի կրկնակի չեմպիոն ադրբեջանցի Նիհատ Մամադլիին:Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165960/
Ծանրամարտի ԵԱ. Մարտին Պողոսյանը՝ բրոնզե մեդալակիր (ֆոտո),"Վրաստանի Բաթումի քաղաքում անցկացվող ծանրամարտի Եվրոպայի առաջնությունում Հայաստանի ներկայացուցիչ Մարտին Պողոսյանը 79 կգ քաշայինների պայքարում երկամարտի 338 կգ արդյունքով դարձավ բրոնզե մեդալակիր (148+186):Պոկում վարժությունում Հայաստանի ներկայացուցիչն առաջին մոտեցմամբ հաջող բարձրացրեց 148 կգ-ը: Երկրորդ մոտեցումը ձախողեց, որի համար պատվիրված էր 152 կգ: Երրորդ մոտեցմամբ պոկեց 152-ը: Այս վարժությունում Հայաստանի չեմպիոնը 10-րդն է:Այս վարժությունում 161 կգ-ով եւ Եվրոպայի նոր ռեկորդով առաջատարը չեզոք դրոշի ներքո հանդես եկող Գեւորգ Սերոբյանն է: Ռուսաստանցի ծանրորդը 5 կգ-ով շրջանցեց երկրորդ տեղը զբաղեցրած թուրք Կան Կահրիմանին:Մարտին Պողոսյանը հրում վարժությունը սկսեց  186 կգ-ով եւ հաջողությամբ ֆիքսեց ծանրաձողը գլխավերեւում: Երկրորդ մոտեցման համար մարզիչները 4 կգ-ոց քայլ կատարեցին, բայց Պողոսյանը ձախողեց եւ գցեց ծանրաձողը: Երրորդ մոտեցմամբ նորից եկավ 190 կգ-ի, այս անգամ չկարողացավ վերեւում պահել, ծանրաձողը գցելիս ինքնազգացողությունը վատացավ եւ ընկավ մրցահարթակին:Տեխնիկական անձնակազմն անմիջապես փակեց մրցահարթակը, բայց Պողոսյանը ոտքի կանգնեց եւ ափսոսանքով հեռացավ մրցահարթակից:Այս վարժությունում Մարտին Պողոսյանը նվաճեց փոքր արծաթե մեդալ:Լուսինե Շահբազյան՝ ԲաթումիիցՀետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165961/
ԵԱ․ Սլավիկ Գալստյանն ու Գասպար Տերտերյանը՝ բրոնզե մեդալակիրներ,"Սլավիկ Գալստյանը բրոնզե մեդալ նվաճեց Ալբանիայի մայրաքաղաք Տիրանայում անցկացվող հունահռոմեական ըմբշամարտի Եվրոպայի առաջնությունում։67 կգ քաշային կարգում Սլավիկ Գալստյանը բրոնզե մեդալի համար գոտեմարտեց ուկրաինացի Օլեքսանդր Հրուշինի հետ եւ առավելության հասավ 5:3 հաշվով։Բրոնզե մեդալակիր դարձավ նաեւ 72 կգ քաշային Գասպար Տերտերյանը։ Նա պարտության մատնեց (1:1) ռուսաստանցի Ալեքսանդր Լյավոնչիկը։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165962/
"Մարտին Պողոսյան․ Կարող էի չեմպիոն դառնալ, եթե հրման մոտեցումն անեի","Չեմպիոնությունը բաց թողեցի: Այսօր, երեւի, իմ օրը չէր: Ես կարող էի չեմպիոն դառնալ, եթե հրման մոտեցումն անեի: Մեծ շանս ձեռքիցս բաց թողեցի:Այսպես հույզերը չզսպելով մեկնաբանեց իր մրցելույթը 21-ամյա ծանրորդ Մարտին Պողոսյանը:Բաթումիում անցկացվող ծանրամարտի Եվրոպայի առաջնությունում Մարտին Պողոսյանն առաջին անգամ մասնակցեց մեծահասակների պայքարում եւ նվաճեց երկամարտի բրոնզե մեդալ: Պողոսյանը պոկում վարժությունում գրանցեց 148 կգ արդյունք, հրումում՝ 186 կգ:«Մրցակցությունն այնպես էր դասավորվել, որ կարող էի նույնիսկ չեմպիոն դառնալ: Այս անգամ չստացվեց, չկարողղացա հրել վերջին երկու մոտեցումը, որոնց շնորհիվ կդառնայի չեմպիոն: Չեմ հուսահատվում, մյուս մրցաշարերում կաշխատեմ այնպես անել, որ Հայաստանի օրհներգը հնչի:Լարվածություն չունեի, իսկապես ինձ համար շատ լավ էր ամեն ինչ դասավորված: Իմ մարզումներին այս կիլոգրամներն արել էի եւ, եթե այստեղ չձախողեի, կարող էի չեմպիոն հռչկավել մեծահասակների պայքարում առաջին մասնակցությունով: Ոչ մի խանգարող հանգամանք չկար, ուղղակի, կարծում եմ՝ այսօր իմ օրը չէր: Ամեն ինչ հետագայում լավ կլինի:Հուզմունքս պայմանավորված է նրանով, որ մեծ շանս բաց թողեցի ձեռքիցս, այս պատճառով»,- ասաց Մարտին Պողոսյանը:21-ամյա ծանրորդը Բաթումիի մրցահարթակում պարգեւատրվեց երկամարտի բրոնզե եւ հրում վարժության փոքր արծաթե մեդալներով: Պարգեւատրվելիս Պողոսյանը չէր կարողանում զսպել արցունքները: Հայաստանի ներկայացուցիչը հրում վարժության երրորդ՝ չեմպիոնական մոտեցումը ձախողելուց հետո երերաց եւ  ընկավ, ապա ինքնուրույն բարձրացավ եւ արցունքներն աչքերին հեռացավ:Լուսինե Շահբազյան՝ ԲաթումիիցՀետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165963/
Կվարացխելիայի դուբլը նպաստեց ՊՍԺ-ի հաղթանակին,"Ֆրանսիայի առաջնության 26-րդ տուրից տեղափոխված խաղում չեմպիոն ՊՍԺ-ն տանը մրցեց «Նանտի» հետ եւ առավելության հասավ 3:0 հաշվով։Իսպանացի Լուիս Էնրիկեի գլխավորած թիմից դուբլի հեղինակ դարձավ վրացի հարձակվող Խվիչա Կվարացխելիան։ Աչքի ընկավ նաեւ ֆրանսիացի հարձակվող Դեզիրե Դուեն։ՊՍԺ-ն 29 խաղից հետո 66 միավորով առաջատարն է, «Նանտը» նախավերջինն է՝ 20 միավոր։Ֆրանսիայի առաջնություն, 26-րդ տուրՊՍԺ - «Նանտ»՝ 3:0 Խվիչա Կվարացխելիա, 13, 11մ, 50, Դեզիրե Դուե, 37Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165964/
Մադրիդի «Աթլետիկոն» պարտվեց «Էլչեին» (տեսանյութ),"Իսպանիայի առաջնության 33-րդ տուրում Մադրիդի «Աթլետիկոն» հյուրընկալվեց «Էլչեին» եւ պարտություն կրեց 2:3 հաշվով։«Էլչեից» դուբլի հեղինակ դարձավ պորտուգալացի հարձակվող Անդրե Սիլվան։ Աչքի ընկավ նաեւ ավստրիացի պաշտպան Դավիդ Աֆենգրուբերը։«Աթլետիկոյից» երկու գոլ խփեց արգենտինացի կիսապաշտպան Նիկոլաս Գոնսալեսը։«Աթլետիկոն» 30-րդ րոպեին խաղում էր 10 ֆուտբոլիստներով։ Կարմիր քարտ է ստացել արգենտինացի կիսապաշտպան Տիագո Ալմադան։«Աթլետիկոն» 57 միավորով չորրորդն է, «Էլչեն» 15-րդ տեղում է՝ 35 միավոր։Իսպանիայի առաջնություն, 33-րդ տուր«Էլչե» - «Աթլետիկո Մադրիդ»՝ 3:2 (տեսանյութ)Դավիդ Աֆենգրուբեր, 18, Անդրե Սիլվա, 33, 11մ, 75 - Նիկոլաս Գոնսալես, 10, 34Հեռացում՝ Տիագո Ալմադա («Աթլետիկո»), 30Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165965/
Օրվա հանդիպումների անոնս,"Ֆուտբոլի Հայաստանի եւ Իսպանիայի առաջնություններում ապրիլի 23-ին տեղի կունենան հերթական հանդիպումները։ Գերմանիայի գավաթի խաղարկությունում տեղի կունենա կիսաեզրափակիչի երկրորդ հանդիպումը։Հայաստանի առաջնություն, 23-րդ տուր«Վան» - ԲԿՄԱ՝ 15:30 «Փյունիկ» - «Ուրարտու»՝ 18:00Իսպանիայի առաջնություն, 33-րդ տուր«Լեւանտե» - «Սեւիլիա»՝ 21։00 (Երեւանի ժամանակ)«Ռայո Վալիեկանո» - «Էսպանյոլ»՝ 22։00«Ռեալ Օվիեդո» - «Վիլյառեալ»՝ 23։30Գերմանիայի գավաթ, կիսաեզրափակիչ«Շտուտգարտ» - «Ֆրայբուրգ»՝ 22:45Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165966/
ՀԲՖ․ Խայտառակ մրցավարություն World Boxing-ի կազմակերպած Աշխարհի գավաթում,"Բրազիլիայի անցկացվող բռնցքամարտի աշխարհի գավաթի խաղարկությունում Հայաստանի ներկայացուցիչներ Արթուր Բազեյանի եւ Արարատ Հարությունյանի պարտություններից հետո Հայաստանի բռնցքամարտի ֆեդերացիան հանդես է եկել հայտարարությամբ․«Խայտառակ մրցավարություն WORLD BOXING-ի կազմակերպած Աշխարհի գավաթում։Մրցավարական տրամաբանությունից զուրկ գործողությունների արդյունքում այսօր Արթուր Բազեյանին ու Արարատ Հարությունյանին պարտություն է գրանցվել։ Բազեյանը մրցում էր Փարիզի օլինպիական փոխչեմպիոն, Ղրղստանի ներկայացուցիչ Մունարբեկ Ուլույի հետ։Առաջին ռաունդում մեր բռնցքամարտիկը հաղթեց 5։0 հաշվով, երկրորդում մրցավարները նույն հաշվով հաղթանակը տվեցին մրցակցին։ 3-րդ ռաունդում Բազեյանը նետվեց առաջ ու միավորներ վաստակեց։ Դրվագներից մեկում բախման արդյունքում մրցակցի  ունքը վնասվեց։ Ռինգի մրցավարը միանգամից դադարեցրեց մարտը, թեև բժշկական տեսանկյունից չկար նաև դրա կարիքը։ Միևնույն դեպքում, թեև  առավեկությունը Բազեյանի կողմն էր, բայց կողային մրցավարները հաղթանակը շնորհեցին Ղրղստանի ներկայացուցչին։Անհասկանալի ու անտրամաբանական գործողություններ էին նաև Արարատ Հարությունյանի մենամարտի ժամանակ։ Մեր մարզիկը 2-րդ ու 3-րդ ռաունդներում ուներ նկատելի առավելություն ու մրցակիցն էլ` Ռիկարդո Կուելոն նկատողություն էր ստացել ռինգի մրցավարի կողմից, բայց մենամարտի ավարտին զարմանալիորեն բարձրացրեցին Դոմինիկյան Հանրապետության ներկայացուցչի ձեռքը։Սա խայտառակ մրցավարության հերթական վառ արտացոլումն էր, որի պատճառով մեր երկու ուժեղագույն բռնցքամարտիկները դուրս մնացին պայքարից»։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165967/
Հայաստանը 6 մեդալ է նվաճել Սերբիայում,"Սերբիայի Նովի Սադ քաղաքում անցկացվող սամբոյի Եվրոպայի պատանիների ու երիտասարդների առաջնության մրցումային առաջին օրը Հայաստանի պատանեկան հավաքականը նվաճել է 2 արծաթե եւ 4 բրոնզե մեդալ, հաղորդում է Հայաստանի սամբոյի ֆեդերացիան։ ուԴավոյան Սևակ - 53 կգ՝ բրոնզՍիմոնյան Նարեկ - 58 կգ՝ բրոնզՈւմուրշատյան Հակոբ - 64 կգ՝ բրոնզՇատվերյան Գոռ - 71 կգ՝ արծաթՄուրադյան Գոռ - 79 կգ՝ արծաթԲաբայան Գոգա - 88 կգ՝ բրոնզԱպրիլի 22-ին և 23-ին մրցապարեզ կմտնեն երիտասարդները։ Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165968/
Գերմանիայի գավաթ․ «Բավարիան» հաղթեց «Բայերին» եւ եզրափակիչում է (տեսանյութ),"Գերմանիայի նորընծա չեմպիոն «Բավարիան» դուրս եկավ երկրի գավաթի խաղարկության եզրափակիչ։Մյունխենյան թիմը Լեւերկուզենում 2:0 հաշվով հաղթեց «Բայերին»։Բելգիացի Վենսան Կոմպանիի գլխավորած թիմից 22-րդ րոպեին հանդիպման հաշիվը բացեց անգլիացի հարձակվող Հարի Քեյնը։ Ավելացված երրորդ րոպեին աչքի ընկավ կոլումբացի հարձակվող Լուիս Դիասը։Եզրափակիչի մյուս ուղեգիրն ապրիլի 23-ին կվիճարկեն «Շտուտգարտն» ու «Ֆրայբուրգը»։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165969/
«Մանչեսթեր Սիթին» հաղթեց Էրլինգ Հոլանդի գոլի շնորհիվ եւ նոր առաջատարն է (տեսանյութ),"Անգլիայի Պրեմիեր լիգայի առաջնության 34-րդ տուրում «Մանչեսթեր Սիթին» հյուրընկալվեց «Բարնլիին» եւ առավելության հասավ նվազագույն հաշվով։Միակ գոլն արդեն 5-րդ րոպեին խփեց նորվեգացի հարձակվող Էրլինգ Հոլանդը։«Մանչեսթեր Սիթին» 70 միավորով գլխավորեց մրցաշարային աղյուսակը։ Նույնքան միավոր ունի երկրորդ տեղ նահանջած փոխչեմպիոն «Արսենալը»։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165970/
