title,text,category,source
«Ինտերի» մեկնարկային կազմը,"Իտալիայի առաջնության 33-րդ տուրում փոխչեմպիոն «Ինտերը» Միլանում կընդունի «Կալյարիին»։ «Ինտերի» ռումինացի գլխավոր մարզիչ Կրիստիան Կիվուն հրապարակել է մեկնարկային կազմը։«Ինտեր»․ Մարտինես, Ականջի, Դե Վրեյ, Աուգուստո, Դյումֆրիս, Բարելա, Դիմարկո, Չալհանօղլու, Մխիթարյան, Էսպոզիտո, Տյուրամ։«Ինտեր» - «Կալյարի» հանդիպումը կմեկնարկի Երեւանի ժամանակով 22:45-ին։I nostri in campo Cagliari Forza ragazzi @play_eFootball pic.twitter.com/BaYTl7EEpm

Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165844/
«Յուվենտուսը» երկարաձգեց պայմանագիրը Լոկատելիի հետ,"«Յուվենտուսը» երկարաձգեց պայմանագիրը թիմի ավագ, իտալացի կիսապաշտպան Մանուել Լոկատելիի հետ մինչեւ 2030թ․ հունիս, հաղորդում է թուրինյան ակումբի պաշտոնական կայքը։Մանուել Լոկատելին «Յուվենտուսի» կազմում մասնակցել է 224 հանդիպման, խփել է 9 գոլ, կատարել 17 գոլային փոխանցում։Transfermarkt-ը 28-ամյա ֆուտբոլիստի տրանսֆերային արժեքը գնահատում է 25 միլիոն եվրո։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165845/
«Ինտերը» պարտության մատնեց «Կալյարիին» (տեսանյութ),"Իտալիայի Ա Սերիայի առաջնության 33-րդ տուրում փոխչեմպիոն «Ինտերը» Միլանում ընդունեց «Կալյարիին» եւ հաղթեց 3:0 հաշվով։Ռումինացի Կրիստիան Կիվուի գլխավորած թիմից 52-րդ րոպեին հանդիպման հաշիվը բացեց ֆրանսիացի հարձակվող Մարկուս Տյուրամը։ 4 րոպե անց աչքի ընկավ իտալացի կիսապաշտպան Նիկոլո Բարելան։ Ավելացված երկրորդ րոպեին դաշտի տերերի երրորդ գոլը խփեց լեհ կիսապաշտպան Պյոտր Զելինսկին։Հայաստանի հավաքականի նախկին ավագ, կիսապաշտպան Հենրիխ Մխիթարյանն «Ինտերի» մեկնարկային կազմում էր եւ փոխարինվեց 76-րդ րոպեին։«Ինտերը» 78 միավորո գլխավորում է մրցաշարային աղյուսակը, «Կալյարին» 16-րդն է՝ 33 միավոր։Իտալիայի առաջնություն, 33-րդ տուր«Ինտեր» - «Կալյարի»՝ 3:0 (տեսանյութ)Մարկուս Տյուրամ, 52, Նիկոլո Բարելա, 56, Պյոտր Զելինսկի, 90+2Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165846/
Օրվա հանդիպումների անոնս,"Ֆուտբոլի Հայաստանի, Անգլիայի, Իտալիայի, Գերմանիայի եւ Ֆրանսիայի առաջնություններում ապրիլի 18-ին տեղի կունենան հերթական տուրերի հանդիպումները։Իսպանիայի գավաթի խաղարկությունում կանցկացվի եզրափակիչը Մադրիդի «Աթլետիկոյի» եւ «Ռեալ Սոսիեդադի» մասնակցությամբ։Հայաստանի առաջնություն, 22-րդ տուր«Արարատ» - «Փյունիկ»՝ 18:00Անգլիայի առաջնություն, 33-րդ տուր«Բրենթֆորդ» - «Ֆուլհեմ»՝ 15:30 (Երեւանի ժամանակ)«Լիդս Յունայթեդ» - «Վուլվերհեմփթոն»՝ 18:00«Նյուքասլ Յունայթեդ» - «Բորնմուտ»՝  18:00«Տոտենհեմ» - «Բրայթոն»՝ 20:30«Չելսի» - «Մանչեսթեր Յունայթեդ»՝ 23:00Իտալիայի առաջնություն, 33-րդ տուր «Ուդինեզե» - «Պարմա»՝ 17:00«Նապոլի» - «Լացիո»՝ 20:00«Ռոմա» - «Ատալանտա»՝ 22:45Գերմանիայի առաջնություն, 30-րդ տուր«Բայեր» - «Աուգսբուրգ»՝ 17:30«Հոֆենհայմ» - «Բորուսիա Դորտմունդ»՝ 17:30«Ունիոն Բեռլին» - «Վոլֆսբուրգ»՝ 17:30«Վերդեր» - «Համբուրգ»՝ 17:30«Այնտրախտ» - «ՌԲ Լայպցիգ»՝ 20:30Ֆրանսիայի առաջնություն, 30-րդ տուր«Լորիան» - «Մարսել»՝ 19:00«Անժե» - «Հավր»՝ 21:00«Լիլ» - «Նիցա»՝ 23:05Իսպանիայի գավաթ, եզրափակիչ«Աթլետիկո Մադրիդ» - «Ռեալ Սոսիեդադ»՝ 23:00Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165847/
Երջանկահիշատակ Աղասի Աղասյանը հետմահու արժանացավ ԵԱ-ի մեդալների,"Ծանրամարտի Հայաստանի հավաքականի նախկին անդամ, երջանկահիշատակ Աղասի Աղասյանը հետմահու արժանացավ 2014 թվականին Իսրայելի Թել Ավիվ քաղաքում անցկացված Եվրոպայի առաջնության հրում վարժության ու երկամարտի բրոնզե մեդալներին, հաղորդում է ՀԾՖ-ի մամուլի ծառայությունը:2019 թվականին EWF-ի (Ծանրամարտի եվրոպական ֆեդերացիա) կողմից որակազրկման պատճառով Աղասի Աղասյանի հետ նույն` 85 կգ քաշային կարգում հանդես եկած մարզիկները զրկվել էին մեդալներից:Մեդալի հանձնման արարողությունը տեղի է ունեցել Վրաստանի Բաթումի քաղաքում կայացած Ծանրամարտի եվրոպական ֆեդերացիայի կոնգրեսի ժամանակ: Աղասյանի մեդալը ստացավ Հայաստանի ծանրամարտի ֆեդերացիայի գլխավոր քարտուղար Սամվել Գասպարյանը: Հայաստանի ծանրամարտի ֆեդերացիան այն առաջիկա օրերին կփոխանցի Աղասյան ընտանիքին:Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165848/
"«Ինտերի» հայերեն հրապարակումը․ Միշտ այնտեղ, Մխիթարյան (տեսանյութ)","Իտալիայի փոխչեմպիոն եւ Ա Սերիայի ընթացիկ առաջատար Միլանի «Ինտերը» Հայաստանի հավաքականի նախկին ավագ, 37-ամյա կիսապաշտպան Հենրիխ Մխիթարյանին նվիրված հրապարակում է արել սոցիալական ցանցերում։«Միշտ այնտեղ, Մխիթարյան։ Հետևեք մեզ՝ Հայաստանի հետ կապված ավելի շատ բովանդակության համար»,- նշվում է տեսանյութին կից գրառման մեջ։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165849/
NBA. Փլեյ-օֆֆի բոլոր զույգերը,"Բասկետբոլի ազգային ասոցիացիայի առաջնությունում ավարտվել են փլեյ-ինի հանդիպումները եւ հայտնի են փլեյ-օֆֆի առաջին շրջանի բոլոր զույգերը։Փլեյ-ինի վերջին երկու հանդիպումներում «Օռլանդո Մեջիքը» 121:90 հաշվով հաղթեց «Շառլոթ Հորնեթսին», «Ֆինիքս Սանզը» պայքարից դուրս թողեց «Գոլդեն Սթեյթ Ուորիորզին» (111:96)։Արեւմտյան կոնֆերենցիայի հաղթող «Օկլահոմա Սիթի Թանդերը» կմրցի «Ֆինիքս Սանզի», «Սան Անտոնիո Սփյորսը»՝ «Պորտլենդ Թրեյլ Բլեյզերսի», «Դենվեր Նագեթսը»՝ «Մինեսոտա Թիմբերվուլվզի», «Լոս Անջելես Լեյքերսը»՝ «Հյուսթոն Ռոքեթսի» հետ։Արեւելյան կոնֆեներցիայի հաղթող «Դետրոյթ Փիսթոնսը» կմրցի «Օռլանդո Մեջիքի», «Բոստոն Սելթիքսը»՝ «Ֆիլադելֆիա Սիքսերսի», «Նյու Յորք Նիքսը»՝ «Ատլանտա Հոուքսի», «Քլիվլենդ Քավալիերսը»՝ «Տորոնտո Ռեփթորսի» հետ։Փլեյ-օֆֆը կմեկնարկի ապրիլի 19-ին։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165850/
"Աղասի Ինանց. Բացառվում է, որ Սմբատ Լպուտյանն անմիջական մասնակցություն ունենա 
որեւէ կոռուպցիոն սխեմայի մեջ","Սմբատ Լպուտյանի ձերբակալությունը Հայաստանի շախմատի ֆեդերացիայի, շախմատի ակադեմիայի հետ որեւէ առնչություն չունի: Իմ եւ շախմատային աշխարհի խորին համոզմամբ, բացառվում է, որ Սմբատ Լպուտյանն անմիջական մասնակցություն ունենա որեւէ կոռուպցիոն սխեմայի մեջ:Այս մասին  NEWS.am Sport-ի թղթակցի հետ զրույցում ասաց Հայաստանի շախմատի ֆեդերացիայի խորհրդի անդամ Աղասի Ինանցը:Այսօր ձերբակալվել է Հայաստանի շախմատի ֆեդերացիայի փոխնախագահ, Հայաստանի շախմատի ակադեմիայի հիմնադիր-տնօրեն Սմբատ Լպուտյանը։ ՀՇՖ խորհրդի անդամ Աղասի Ինանցը հաստատեց տեղեկությունը, որ այս պահին Սմբատ Լպուտյանը գտնվում է Հակակոռուպցիոն կոմիտեում:«Սմբատ Լպուտյանին ձերբակալել են առավոտյան ժամը 8-ին: Ոստիկանները ներկայացել են տուն ձերբակալման հրամանով: Ուրիշ ոչինչ չեն ասել:Այս պահին Լպուտյանը գտնվում է Հակակոռուպցիոն կոմիտեում, հարցաքննության փուլում է:Մեր ունեցած տվյալներով, գործը վերաբերում է Մանկավարժական համալսարանում գործող շախմատի գիտահետազոտական ինստիտուտի աշխատակիցներից մեկին: Այսինքն՝ Հայաստանի շախմատի ֆեդերացիան, շախմատի ակադեմիան որեւէ առնչություն չունեն տվյալ գործի հետ:Շախմատային աշխարհի խորին համոզմամբ, բացառվում է, որ Սմբատ Լպուտյանն անմիջական մասնակցություն ունենա որեւէ կոռուպցիոն սխեմայի մեջ: Ես ինքս էլ, որպես ֆեդերացիայի խորհրդի անդամ, 25 տարի Սմբատ Լպուտյանին ճանաչելով՝ բացառում եմ նրա մասնակցությունը որեւէ կոռուպցիայի մեջ: Հասկանալի է, որ որեւէ մեկս անսխալական չէ, չեմ բացառում, որ գուցե ինչ-որ փաստաթղթի տակ լինի ստորագրություն, ինչն անզգուշության հետեւանք է:Ճանաչելով իրեն թե՛ ես, թե՛ շախմատային հանրությունն ուղղակի բացառում ենք միտումնավոր միջամտություն որեւէ կոռուպցիոն սխեմայի մեջ:Մենք սովոր ենք եւ գիտենք, որ Սմբատ Լպուտյան անունը հայկական եւ համաշխարհային սպորտում մշտապես ներկայացվել եւ ներկայացվում է, որպես հայկական շախմատի խորհրդանիշներից մեկը: Այսօր, որ հայկական շախմատն ունի այսքան ճանաչելիություն կրթական, գիտական ոլորտում, դրանում անգնահատելի է  նրա դերը»,- ասաց Աղասի Ինանցը:Լուսինե ՇահբազյանՀետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165851/
RAF 08. Արման Ծառուկյանի եւ Յուրայ Ֆայբերի «հայացքների մենամարտը» (տեսանյութ)," Arman Tsarukyan and Urijah Faber started teasing each other at the face-offs:Faber: ""MMA saved him."" Arman: ""Brother, the press conference is over. You don't talk for this, let's just take pictures."" @ArmanUfc Telegram pic.twitter.com/XT6lRmxznmԽառը մենամարտերի թեթեւ քաշային կարգում UFC դասակարգման երկրորդ համար Արման Ծառուկյանը (Հայաստան) եւ թեթեւ քաշային կարգում UFC տիտղոսի նախկին հավակնորդ, 46-ամյա ամերիկացի Յուրայ Ֆայբեր «հայացքների մենամարտ» են ունեցել Ֆիլադելֆիայում, RAF 08 մրցաշարից առաջ։Արման Ծառուկյանը ազատ ոճի ըմբշամարտի կանոններով գոտեմարտ կանցկացնի Յուրայ Ֆայբերի հետ ապրիլի 19-ին RAF 08 մրցաշարում: Յուրայ Ֆայբերը MMA-ում հանդես է եկել 2003-2019-ին՝ տանելով 35 հաղթանակ, կրելով 11 պարտություն։29-ամյա Ծառուկյանը MMA-ում ունի 23 հաղթանակ, 3 պարտություն։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165852/
АТР-500. Զվերեւի անսպասելի պարտությունը կիսաեզրափակիչում,"Աշխարհի երրորդ ռակետ, 2020թ. օլիմպիական չեմպիոն Ալեքսանդր Զվերեւն անսպասելի պարտություն կրեց Մյունխենի АТР-500 մրցաշարի կիսաեզրափակիչում։Գերմանիայի ներկայացուցիչը մրցեց աշխարհի 16-րդ ռակետ, իտալացի Ֆլավիո Կոբոլիի հետ, որն առավելության հասավ 6։3, 6։3 հաշվով։ Մրցախաղը տեւեց 1 ժամ եւ 10 րոպե։Եզրափակիչում Կոբոլիի մրցակիցը կլինի աշխարհի 6-րդ ռակետ, ամերիկացի Բեն Շելթոնի եւ աշխարհի 166-րդ ռակետ, սլովակ Ալեքս Մոլչանի դիմակայության հաղթողը։Զվերեւն անցած տարի նվաճել էր այս մրցաշարի հաղթողի կոչումը։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165853/
«Ռեալը» դիտարկում է Մոուրինյոյի թեկնածությունը,"Իսպանիայի փոխչեմպիոն Մադրիդի «Ռեալի» ղեկավարությունը փոխարինող է փնտրում իսպանացի Ալվարո Արբելոային գլխավոր մարզիչի պաշտոնում։Արքայական ակումբում դիտարկում են նաեւ թիմի նախկին գլխավոր մարզիչ, այժմ պորտուգալական «Բենֆիկան» գլխավորող պորտուգալացի Ժոզե Մոուրինյոյի թեկնածությունը, հաղորդում է պորտուգալական Record–ը։«Ռեալը» ամռանը կհեռացնի Արբելոային, եթե նա չկարողանա թիմի հետ նվաճել Լա Լիգայի տիտղոսը։Մոուրինյոն «Ռեալը» գլխավորել է 2010–2013 թվականներին՝ նվաճելով Իսպանիայի չեմպիոնի, գավաթակրի եւ սուպերգավաթակրի տիտղոսները։Լա Լիգայի ընթացիկ մրցաշրջանում «Ռեալը» 31 տուրից հետո 70 միավորով երկրորդն է եւ առաջատար «Բարսելոնայից» հետ է 9 միավոր։ Չեմպիոնների լիգայի քառորդ եզրափակիչում «Ռեալը» երկու պարտություն (1։2, 3։4) կրեց Գերմանիայի չեմպիոն Մյունխենի «Բավարիայից»։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165854/
«Բորուսիան» պարտվեց եւ արդեն 12 միավոր հետ է առաջատար «Բավարիայից» (տեսանյութ),"Գերմանիայի առաջնության 30-րդ տուրում Դորտմունդի «Բորուսիան» հյուրընկալվեց «Հոֆենհայմին» եւ պարտվեց 1։2 հաշվով։42-րդ րոպեին հանդիպման հաշիվը 11-մետրանոցից բացեց խորվաթ կիսապաշտպան Անդրեյ Կրամարիչը։ 87-րդ րոպեին պատասխան գոլը խփեց գվինեացի հարձակվող Սերու Գիրասին։ Ավելացված 8–րդ րոպեին 11–մետրանոցն դարձյալ արդյունավետ իրացրեց Կրամարիչը։«Բորուսիան» 64 միավորով երկրորդն է եւ արդեն 12 միավոր հետ է առաջատար «Բավարիայից», որը մեկ հանդիպում քիչ է անցկացրել։ «Հոֆենհայմը» 5-րդն է՝ 54 միավոր։Գերմանիայի առաջնություն, 30-րդ տուր«Հոֆենհայմ» - «Բորուսիա Դորտմունդ» 2։1 (տեսանյութ)Անդրեյ Կրամարիչ, 42, 11մ, 90+8, 11մ, - Սերու Գիրասի, 87Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165855/
«Արարատը» պարտության մատնեց «Փյունիկին» (տեսանյութ),"Ֆուտբոլի Հայաստանի Պրեմիեր լիգայի առաջնության 22–րդ տուրում «Արարատն» ընդունեց «Փյունիկին» եւ հաղթեց 1։0 հաշվով։Ավելացված չորրորդ րոպեին աչքի ընկավ Մալին ներկայացնող հարձակվող Կալիֆալա Դումբիան։«Արարատն» ընթացիկ առաջնությունում տարավ երկրորդ հաղթանակը եւ 9 միավորով վերջինն է։ «Փյունիկն» ունի 41 միավոր եւ երրորդն է։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165856/
«Նապոլին» պարտվեց «Լացիոյին» (տեսանյութ),"Իտալիայի առաջնության 33-րդ տուրում չեմպիոն «Նապոլին» տանը մրցեց Հռոմի «Լացիոյի» հետ եւ պարտվեց 0:2 հաշվով (տեսանյութ)։6-րդ րոպեին հանդիպման հաշիվը բացեց իտալացի հարձակվող Մատեո Կանչելիերին։ 57-րդ րոպեին հյուրերի առավելությունը կրկնապատկեց խորվաթ կիսապաշտպան Թոմա Բաշիչը։«Նապոլին» 66 միավորով երկրորդն է, «Լացիոն» 9-րդն է՝ 47 միավոր։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165857/
"Armat Fight Show. Միհրան Հարությունյանի եւ Մագոմեդռասուլ Հասանովի կշռման 
արարողությունն ու «հայացքների մենամարտը» (ֆոտո, վիդեո)","Dalma Garden Mall-ում տեղի ունեցավ խառը մենամարտերի AFS Armat Fight Show մրցաշարի գլխավոր մենամարտերի մասնակիցների կշռման արարողությունն ու «հայացքների մենամարտը»։Ռիոյի Օլիմպիական խաղերի փոխչեմպիոն, Եվրոպական խաղերի փոխչեմպիոն, հունահռոմեական ոճի ըմբշամարտի Հայաստանի հավաքականի նախկին անդամ Միհրան Հարությունյանը խառը մենամարտերում առաջին անգամ հանդես կգա Երեւանում։Ապրիլի 19-ին «Տաշիր Արենայում» անցկացվելիք խառը մենամարտերի (MMA) AFS-1 մրցաշարում Միհրան Հարությունյանի մրցակիցը կլինի MMA-ի Ռուսաստանի եւ Տաջիկստանի չեմպիոն Մուհամեդռասուլ Հասանովը։Նրանք կշռվելուց հետո անցկացրին «հայացքների մենամարտը», որն ավարտվեց ջերմ ձեռքսեղմումով։Միհրան Հարությունյանի քաշը 68,5 կգ էր, Հասանովինը՝ 71, 350 կգ։Մրցաշարը տեղի կունենա ապրիլի 19-ին երեկոյան «Տաշիր Արենայում»։Նախորդ մենամարտում Միհրան Հարությունյանը փետրվարին Լոս Անջելեսում անցկացված UpNextFighting 30 մրցաշարում,  66,5 կգ քաշային կարգում մրցավարների միաձայն որոշմամբ հաղթել էր ամերիկացի Շեյն Տորեսին։Աստղիկ ԱդամյանԼուսանկարները՝ Էմմա ԱսատրյանիՀետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165858/
Միհրան Հարությունյան․ Շատ երջանիկ եմ այսպիսի հնարավորության համար (տեսանյութ),"Շատ երջանիկ եմ այսպիսի հնարավորության համար՝ հայրենիքում առաջին անգամ MMA-ի մենամարտ կունենամ։ Այս մասին NEWS.am Sport-ի թղթակցի հետ զրույցում ասել է Ռիոյի Օլիմպիական խաղերի փոխչեմպիոն, Եվրոպական խաղերի փոխչեմպիոն, հունահռոմեական ոճի ըմբշամարտի Հայաստանի հավաքականի նախկին անդամ Միհրան Հարությունյանը։ Նա  AFS Armat Fight Show մրցաշարում կմրցի MMA-ի Ռուսաստանի եւ Տաջիկստանի չեմպիոն Մագոմեդռասուլ Հասանովի հետ։«Ես պատրաստ եմ ամեն ինչի։ Արել եմ հնարավոր ամեն ինչ, որպեսզի հաղթեմ առաջիկա մենամարտում։ Մրցակցիս հետ կմտնենք վանդակ եւ կկռվենք։ Ես դրան մոտենում եմ տղամարդավարի եւ ջենտլմենավարի։Հիմա ես պետք է կենտրոնանամ, որպեսզի չվառվեմ, շատ չլարվեմ, շնչեմ, որպեսզի ամեն ինչ լավ լինի։ Կարծում եմ՝ կկարողանամ դիմանալ այդ ճնշմանը։ Ես շատ երջանիկ եմ, որ ինձ այսպիսի հնարավորություն են տվել։Ես սիրում եմ համեստ լինել, բայց այստեղ բարդ է լինել համեստ, երբ զգում ես, որ լավագույնն ես։ Ինձ գովելու համար չեմ ասում։ Այստեղ լինելը մեծ պատիվ է ինձ համար եւ պատմական իրադարձություն։ Սա ներդրում կլինի Հայաստանում MMA-ի զարգացման գործում։Մրցակիցս խոշոր է։ Նրա դիմաց կանգնած ինձ փոքր էի զգում, բայց դա նշանակություն չունի։ Ամբողջ կյանքումս գոտեմարտել եմ, եւ ես ամենափոքրն էի։ Պետք է գտնեմ բանալին՝ նրան հաղթելու համար։Երկրպագուներին կոչ կանեմ չամաչել, բղավել, երկրպագել, վայելել»,- նշեց Միհրան Հարությունյանը։Խառը մենամարտերի AFS Armat Fight Show-ն տեղի կունենա ապրիլի 19-ի երեկոյան Երեւանի «Տաշիր Արենայում»։Կազմակերպիչը «Առյուծասիրտ» ակումբն է։ Պրոմոուշենի զարգացմանը նպաստում են MMA-ի հայտնի ներկայացուցիչներ Արմեն Ղուլյանն ու Էդուարդ Վարդանյանը։Հեռարձակումը կլինի Armenia TV-ի եթերում նաեւ YouTube-ում։Աստղիկ ԱդամյանՀետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165859/
"Armat Fight Show լիգայի նախագահ․ Շուտով Հայաստանը կդառնա խառը մենամարտերի 
կենտրոն","Շուտով Հայաստանը կդառնա խառը մենամարտերի կենտրոն, NEWS.am Sport-ի թղթակցի հետ զրույցում ասաց խառը մենամարտերի (MMA) «Առյուծասիրտ» ակադեմիայի նախագահ, Armat Fight Show լիգայի նախագահ Արմեն Ղուլյանը։«Ավելի քան 8 տարի առաջ մենք Մոսկվայում կազմակերպեցինք «Առյուծասիրտ» ակումբը, որտեղ հայ մարտիները կարող էին մարզվել այլ ազգերի մարզիկների հետո եւ ինչ-որ ընդհանրություն ստեղծել։ Այդ ամենի արդյունքում ստեղծվեց «Առյուծասիրտ» ուժեղագույն թիմը, եւ շատերը Հայաստանից գալիս էին Մոսկվա, որպեսզի մարզվեն այդ ակումբում։Իմ ընկերներ Էդուարդ Վարդանյանի եւ Սարգիս Կարապետյանի մոտ միտք ծագեց բացել ակադեմիա Հայաստանում եւ ունեցանք բազա, որտեղ տղաները կարող են պրոֆեսիոնալ զարգանալ եւ մարզվել։ Սարգիս Կարապետյանն այդ ամենի գաղափարական ներշնչողն է։Մարզիկների հետագա պրոֆեսիոնալ աճի համար պետք են մրցաշարեր։ Այդ ամենի տրամաբանական շարունակությունն էր մենամարտեր անցկացնելը, լիգա ստեղծելը։Մասնակցության 300 հայտ էինք ստացել, ընտրական փուլին մասնակցել է 150 մարտիկ։ Եզրափակիչ դուրս եկածները ապրիլի 19-ին «Տաշիր արենայում» կպայքարեն հաղթողի կոչման համար։ Հաղթողը կստանա 1 միլիոն դրամ, երկրորդ տեղը գրաված մարզիկը՝ 500 հազար դրամ։ Հայաստանում առաջին անգամ են այսպիսի հոնորարներ։Մեծ հետաքրքրություն կա մրցաշարի նկատմամբ։ Ուրախ ենք, որ այն պահանջարկված է եւ մարզական արդյունքներից բացի, կարող ենք կերտել հերոսների, մարդկանց, որոնց կձգտեն նմանվել երիտասարդները։ Այդ իմաստով Հայաստանը հետ է Մոսկվայից, Հյուսիսային Կովկասի հանրապետություններից, նաեւ Բրազիլիայից, որտեղ սպորտն ու ուժը պաշտամունք են։ Մենք պետք է ստեղծենք ճիշտ հերոսների։ Հիմա հենց դրանով էլ զբաղվում ենք։  Շուտով Հայաստանը կդառնա խառը մենամարտերի կենտրոն ոչ միայն տարածաշրջանում, այլեւ աշխարհում»,- նշեց Արմեն Ղուլյանը։Առաջիկա մրցաշարից իր սպասելիքների մասին պատմեց հայ մարտիկ Գենադի Մակարյանը, որի մրցակիցը կլինի բրազիլացի Դիեգո Դիասը։«Ես մեկ տարի առաջ մենամարտել եմ Հայաստանում, հետո դեկտեմբերին եմ ունեցել մենամարտ։ Հիմա դարձյալ Երեւանում եմ։Լավ մրցակից է, լավ մարզավիճակում է։ Ես սիրում եմ միշտ ընտրել ուժեղ եւ լավ մրցակիցների։ Նա այդպիսի մրցակիցներից մեկն է։ Ինքս գերազանց մարզավիճակում եմ։ Տա Աստված, ամեն ինչ կանենք»,- նշեց Մակարյանը։Խառը մենամարտերի AFS Armat Fight Show-ն տեղի կունենա ապրիլի 19-ի երեկոյան Երեւանի «Տաշիր Արենայում»։ Կազմակերպիչը «Առյուծասիրտ» ակումբն է։  Հեռարձակումը կլինի Armenia TV-ի եթերում նաեւ YouTube-ում։Աստղիկ ԱդամյանՀետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165860/
Ծանրամարտի ԵԱ․ Հայաստանի ներկայացուցիչների մրցելույթների ժամանակացույցը,"Ապրիլի 19-26-ը Վրաստանի Բաթումի քաղաքում կանցկացվի ծանրամարտի մեծահասակների Եվրոպայի առաջնությունը:Հայասստանի հավաքականները Եվրոպայի առաջնությանը կմասնակցեն 16 ծանրորդով՝ 8 տղամարդ, 8 կին:Հակոբ Փիլոսյանի գլխավորած հավաքականի կազմում Բաթումիի մրցահարթակում տղամարդկանց հավաքականից կմասնակցեն Գառնիկ Չոլակյանը (60 կգ), Գոռ Սահակյանը (71 կգ), Մարտին Պողոսյանը (79 կգ), Ռաֆիկ Հարությունյանը (88 կգ), Արա Աղանյանը (94 կգ), Սիմոն Մարտիրոսյանը եւ Գարիկ Կարապետյանը (երկուսն էլ՝ 110 կգ) եւ Վարազդատ Լալայանը (+110 կգ):Արտաշես Ներսիսյանի գլխավորած հավաքականի կազմում Բաթումիի մրցահարթակում կանանց  թիմից կմասնակցեն Տանզելա Գրիգորյանը եւ Իզաբելլա Յայլյան (53 կգ), Ալեքսանդրա Գրիգորյանը (58 կգ), Աննա Ամրոյանը եւ Ալինա Սուքիասյանը (77 կգ), Էմմա Պողոսյանը եւ Լիանա Գյուրջյանը (86 կգ) եւ Տաթեւ Հակոբյանը (+86 կգ):Հայաստանի ներկայացուցիչները պայքարը կսկսեն ապրիլի 19-ին:  ԵԱ, Հայաստանի ծանրորդների մրցելույթների ժամանակացույցը Ապրիլի 19, 19:00 (Երեւանի ժամանակ)Իզաբելա Յայլյան, 53 կգ (երկամարտի նախնական հայտ՝ 190 կգ)Տանզելա Գրիգորյան, 53 կգ (նախնական հայտ՝ 190 կգ)Ապրիլի 20, 12:00Գառնիկ Չոլակյան, 60 կգ, (նախնական հայտ՝ 280 կգ)18:00Ալեքսանդրա Գրիգորյան, 58 կգ (նախնական հայտ՝ 215 կգ)Ապրիլի 21, 19:00Գոռ Սահակյան, 71 կգ (նախնական հայտ՝ 340 կգ)Ապրիլի 22, 19:00Մարտին Պողոսյան, 79 կգ (նախնական հայտ՝ 345 կգ,)Ապրիլի 23, 16:00Ռաֆիկ Հարությունյան, 88 կգ (նախնական հայտ՝ 370 կգ)19:00Աննա Ամրոյան, 77 կգ (նախնական հայտ՝ 245 կգ)Ալինա Սուքիասյան, 77 կգ (նախնական հայտ՝ 236 կգ)Ապրիլի 24, 16:00Արա Աղանյան, 94 կգ (նախնական հայտ՝ 380 կգ)19:00Լիանա Գյուրջյան, 86 կգ (նախնական հայտ՝ 245 կգ)Էմմա Պողոսյան, 86 կգ (նախնական հայտ՝ 245 կգ)Ապրիլի 25, 19:00Գարիկ Կարապետյան, 110 կգ (նախնական հայտ՝ 410 կգ)Սիմոն Մարտիրոսյան, 110 կգ (նախնական հայտ՝ 410 կգ)Ապրիլի 26, 13:00Տաթեւ Հակոբյան, +86 կգ (նախնական հայտ՝ 245 կգ)16:00Վարազդատ Լալայան, +110 կգ (նախնական հայտ՝ 450 կգ)NEWS.am Sport-ը Եվրոպայի առաջնությունը կլուսաբանի մրցավայրից։Հետևեք NEWS.am SPORT-ին Facebook-ում, Twitter և Telegram-ում",Sport,https://sport.news.am/arm/news/165861/
